Jan  1 00:00:18 debian-armhf kernel: imklog 5.8.11, log source = /proc/kmsg started.
Nov 28 17:17:51 debian-armhf kernel: [    4.278893] gpio gpiochip6: (gpio-96-127): created GPIO range 14->21 ==> 44e10800.pinmux PIN 100->107
Nov 28 17:17:51 debian-armhf kernel: [    4.279212] gpio gpiochip6: (gpio-96-127): added GPIO chardev (254:6)
Nov 28 17:17:51 debian-armhf kernel: [    4.279330] gpio gpiochip6: registered GPIOs 96 to 127 on gpio-96-127
Nov 28 17:17:51 debian-armhf kernel: [    4.290061] omap_reset_deassert: timedout waiting for gfx:0
Nov 28 17:17:51 debian-armhf kernel: [    4.295770] ti-sysc: probe of 5600fe00.target-module failed with error -110
Nov 28 17:17:51 debian-armhf kernel: [    4.310624] cpufreq: cpufreq_online: CPU0: Running at unlisted initial frequency: 550000 KHz, changing to: 600000 KHz
Nov 28 17:17:51 debian-armhf kernel: [    4.327727] sdhci-omap 48060000.mmc: GPIO lookup for consumer cd
Nov 28 17:17:51 debian-armhf kernel: [    4.327743] sdhci-omap 48060000.mmc: using device tree for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [    4.327804] of_get_named_gpiod_flags: parsed 'cd-gpios' property of node '/ocp/interconnect@48000000/segment@0/target-module@60000/mmc@0[0]' - status (0)
Nov 28 17:17:51 debian-armhf kernel: [    4.327879] gpio gpiochip0: Persistence not supported for GPIO 6
Nov 28 17:17:51 debian-armhf kernel: [    4.327900] omap_gpio 44e07000.gpio: Could not set line 6 debounce to 200000 microseconds (-22)
Nov 28 17:17:51 debian-armhf kernel: [    4.337234] of_get_named_gpiod_flags: parsed 'gpios' property of node '/leds/led2[0]' - status (0)
Nov 28 17:17:51 debian-armhf kernel: [    4.337315] gpio gpiochip4: Persistence not supported for GPIO 21
Nov 28 17:17:51 debian-armhf kernel: [    4.337325] gpio-53 (?): no flags found for gpios
Nov 28 17:17:51 debian-armhf kernel: [    4.337547] of_get_named_gpiod_flags: parsed 'gpios' property of node '/leds/led3[0]' - status (0)
Nov 28 17:17:51 debian-armhf kernel: [    4.337564] gpio gpiochip4: Persistence not supported for GPIO 22
Nov 28 17:17:51 debian-armhf kernel: [    4.337571] gpio-54 (?): no flags found for gpios
Nov 28 17:17:51 debian-armhf kernel: [    4.337666] of_get_named_gpiod_flags: parsed 'gpios' property of node '/leds/led4[0]' - status (0)
Nov 28 17:17:51 debian-armhf kernel: [    4.337677] gpio gpiochip4: Persistence not supported for GPIO 23
Nov 28 17:17:51 debian-armhf kernel: [    4.337684] gpio-55 (?): no flags found for gpios
Nov 28 17:17:51 debian-armhf kernel: [    4.337785] of_get_named_gpiod_flags: parsed 'gpios' property of node '/leds/led5[0]' - status (0)
Nov 28 17:17:51 debian-armhf kernel: [    4.337798] gpio gpiochip4: Persistence not supported for GPIO 24
Nov 28 17:17:51 debian-armhf kernel: [    4.337804] gpio-56 (?): no flags found for gpios
Nov 28 17:17:51 debian-armhf kernel: [    4.338844] of_get_named_gpiod_flags: can't parse 'simple-audio-card,hp-det-gpio' property of node '/sound[0]'
Nov 28 17:17:51 debian-armhf kernel: [    4.338870] of_get_named_gpiod_flags: can't parse 'simple-audio-card,mic-det-gpio' property of node '/sound[0]'
Nov 28 17:17:51 debian-armhf kernel: [    4.339155] sdhci-omap 48060000.mmc: Got CD GPIO
Nov 28 17:17:51 debian-armhf kernel: [    4.343877] sdhci-omap 48060000.mmc: GPIO lookup for consumer wp
Nov 28 17:17:51 debian-armhf kernel: [    4.343886] sdhci-omap 48060000.mmc: using device tree for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [    4.343923] of_get_named_gpiod_flags: can't parse 'wp-gpios' property of node '/ocp/interconnect@48000000/segment@0/target-module@60000/mmc@0[0]'
Nov 28 17:17:51 debian-armhf kernel: [    4.343947] of_get_named_gpiod_flags: can't parse 'wp-gpio' property of node '/ocp/interconnect@48000000/segment@0/target-module@60000/mmc@0[0]'
Nov 28 17:17:51 debian-armhf kernel: [    4.343961] sdhci-omap 48060000.mmc: using lookup tables for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [    4.343970] sdhci-omap 48060000.mmc: No GPIO consumer wp found
Nov 28 17:17:51 debian-armhf kernel: [    4.344216] sdhci-omap 48060000.mmc: supply vqmmc not found, using dummy regulator
Nov 28 17:17:51 debian-armhf kernel: [    4.361767] ALSA device list:
Nov 28 17:17:51 debian-armhf kernel: [    4.364774]   #0: Simple Audio AM335x Roomplayer
Nov 28 17:17:51 debian-armhf kernel: [    4.416203] mmc0: SDHCI controller on 48060000.mmc [48060000.mmc] using External DMA
Nov 28 17:17:51 debian-armhf kernel: [    4.466141] EXT4-fs (mmcblk1p4): mounted filesystem with ordered data mode. Opts: (null)
Nov 28 17:17:51 debian-armhf kernel: [    4.474501] VFS: Mounted root (ext4 filesystem) readonly on device 179:4.
Nov 28 17:17:51 debian-armhf kernel: [    4.506663] devtmpfs: mounted
Nov 28 17:17:51 debian-armhf kernel: [    4.511206] Freeing unused kernel memory: 1024K
Nov 28 17:17:51 debian-armhf kernel: [    4.516236] Run /sbin/init as init process
Nov 28 17:17:51 debian-armhf kernel: [    4.520420]   with arguments:
Nov 28 17:17:51 debian-armhf kernel: [    4.520428]     /sbin/init
Nov 28 17:17:51 debian-armhf kernel: [    4.520434]   with environment:
Nov 28 17:17:51 debian-armhf kernel: [    4.520439]     HOME=/
Nov 28 17:17:51 debian-armhf kernel: [    4.520444]     TERM=linux
Nov 28 17:17:51 debian-armhf kernel: [    8.638491] cryptd: max_cpu_qlen set to 1000
Nov 28 17:17:51 debian-armhf kernel: [    9.245997] FS-Cache: Loaded
Nov 28 17:17:51 debian-armhf kernel: [    9.459314] Key type cifs.idmap registered
Nov 28 17:17:51 debian-armhf kernel: [    9.475126] EXT4-fs (mmcblk1p4): re-mounted. Opts: errors=remount-ro
Nov 28 17:17:51 debian-armhf kernel: [   10.469858] SCSI subsystem initialized
Nov 28 17:17:51 debian-armhf kernel: [   10.572725] 
Nov 28 17:17:51 debian-armhf kernel: [   10.575494] =================================================
Nov 28 17:17:51 debian-armhf kernel: [   10.638569] mtd_oobtest: Please specify a valid mtd-device via module parameter
Nov 28 17:17:51 debian-armhf kernel: [   10.645941] mtd_oobtest: CAREFUL: This test wipes all data on the specified MTD device!
Nov 28 17:17:51 debian-armhf kernel: [   10.847244] 
Nov 28 17:17:51 debian-armhf kernel: [   10.858484] =================================================
Nov 28 17:17:51 debian-armhf kernel: [   10.864283] mtd_pagetest: Please specify a valid mtd-device via module parameter
Nov 28 17:17:51 debian-armhf kernel: [   10.918630] mtd_pagetest: CAREFUL: This test wipes all data on the specified MTD device!
Nov 28 17:17:51 debian-armhf kernel: [   11.021630] 
Nov 28 17:17:51 debian-armhf kernel: [   11.023158] =================================================
Nov 28 17:17:51 debian-armhf kernel: [   11.038517] mtd_readtest: Please specify a valid mtd-device via module parameter
Nov 28 17:17:51 debian-armhf kernel: [   11.122627] 
Nov 28 17:17:51 debian-armhf kernel: [   11.125220] =================================================
Nov 28 17:17:51 debian-armhf kernel: [   11.144620] mtd_speedtest: Please specify a valid mtd-device via module parameter
Nov 28 17:17:51 debian-armhf kernel: [   11.177114] mtd_speedtest: CAREFUL: This test wipes all data on the specified MTD device!
Nov 28 17:17:51 debian-armhf kernel: [   11.320317] 
Nov 28 17:17:51 debian-armhf kernel: [   11.321844] =================================================
Nov 28 17:17:51 debian-armhf kernel: [   11.327614] mtd_stresstest: Please specify a valid mtd-device via module parameter
Nov 28 17:17:51 debian-armhf kernel: [   11.445557] mtd_stresstest: CAREFUL: This test wipes all data on the specified MTD device!
Nov 28 17:17:51 debian-armhf kernel: [   12.731394] 
Nov 28 17:17:51 debian-armhf kernel: [   12.732920] =================================================
Nov 28 17:17:51 debian-armhf kernel: [   12.824846] mtd_subpagetest: Please specify a valid mtd-device via module parameter
Nov 28 17:17:51 debian-armhf kernel: [   12.918537] mtd_subpagetest: CAREFUL: This test wipes all data on the specified MTD device!
Nov 28 17:17:51 debian-armhf kernel: [   13.111740] omap_rtc 44e3e000.rtc: already running
Nov 28 17:17:51 debian-armhf kernel: [   13.149088] omap_wdt: OMAP Watchdog Timer Rev 0x01: initial timeout 60 sec
Nov 28 17:17:51 debian-armhf kernel: [   13.179609] omap_rtc 44e3e000.rtc: char device (253:0)
Nov 28 17:17:51 debian-armhf kernel: [   13.179641] omap_rtc 44e3e000.rtc: registered as rtc0
Nov 28 17:17:51 debian-armhf kernel: [   13.271040] omap_rtc 44e3e000.rtc: setting system clock to 2000-01-01T00:00:00 UTC (946684800)
Nov 28 17:17:51 debian-armhf kernel: [   13.293146] 
Nov 28 17:17:51 debian-armhf kernel: [   13.294671] =================================================
Nov 28 17:17:51 debian-armhf kernel: [   13.393192] mtd_torturetest: Warning: this program is trying to wear out your flash, stop it if this is not wanted.
Nov 28 17:17:51 debian-armhf kernel: [   13.432344] omap_rtc 44e3e000.rtc: GPIO lookup for consumer wp
Nov 28 17:17:51 debian-armhf kernel: [   13.432361] omap_rtc 44e3e000.rtc: using device tree for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [   13.432421] of_get_named_gpiod_flags: can't parse 'wp-gpios' property of node '/ocp/interconnect@44c00000/segment@200000/target-module@3e000/rtc@0[0]'
Nov 28 17:17:51 debian-armhf kernel: [   13.432446] of_get_named_gpiod_flags: can't parse 'wp-gpio' property of node '/ocp/interconnect@44c00000/segment@200000/target-module@3e000/rtc@0[0]'
Nov 28 17:17:51 debian-armhf kernel: [   13.432462] omap_rtc 44e3e000.rtc: using lookup tables for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [   13.432471] omap_rtc 44e3e000.rtc: No GPIO consumer wp found
Nov 28 17:17:51 debian-armhf kernel: [   13.546813] mtd_torturetest: Please specify a valid mtd-device via module parameter
Nov 28 17:17:51 debian-armhf kernel: [   13.643492] mtd_torturetest: CAREFUL: This test wipes all data on the specified MTD device!
Nov 28 17:17:51 debian-armhf kernel: [   14.941231] 
Nov 28 17:17:51 debian-armhf kernel: [   14.941253] ==================================================
Nov 28 17:17:51 debian-armhf kernel: [   15.002993] mtd_nandbiterrs: MTD device: 0
Nov 28 17:17:51 debian-armhf kernel: [   15.007138] mtd_nandbiterrs: this test requires NAND flash
Nov 28 17:17:51 debian-armhf kernel: [   15.442857] am335x-phy-driver 47401300.usb-phy: GPIO lookup for consumer reset
Nov 28 17:17:51 debian-armhf kernel: [   15.442879] am335x-phy-driver 47401300.usb-phy: using device tree for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [   15.442940] of_get_named_gpiod_flags: can't parse 'reset-gpios' property of node '/ocp/target-module@47400000/usb-phy@1300[0]'
Nov 28 17:17:51 debian-armhf kernel: [   15.442962] of_get_named_gpiod_flags: can't parse 'reset-gpio' property of node '/ocp/target-module@47400000/usb-phy@1300[0]'
Nov 28 17:17:51 debian-armhf kernel: [   15.442978] am335x-phy-driver 47401300.usb-phy: using lookup tables for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [   15.442987] am335x-phy-driver 47401300.usb-phy: No GPIO consumer reset found
Nov 28 17:17:51 debian-armhf kernel: [   15.442995] am335x-phy-driver 47401300.usb-phy: GPIO lookup for consumer vbus-detect
Nov 28 17:17:51 debian-armhf kernel: [   15.443001] am335x-phy-driver 47401300.usb-phy: using device tree for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [   15.443020] of_get_named_gpiod_flags: can't parse 'vbus-detect-gpios' property of node '/ocp/target-module@47400000/usb-phy@1300[0]'
Nov 28 17:17:51 debian-armhf kernel: [   15.443039] of_get_named_gpiod_flags: can't parse 'vbus-detect-gpio' property of node '/ocp/target-module@47400000/usb-phy@1300[0]'
Nov 28 17:17:51 debian-armhf kernel: [   15.443048] am335x-phy-driver 47401300.usb-phy: using lookup tables for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [   15.443055] am335x-phy-driver 47401300.usb-phy: No GPIO consumer vbus-detect found
Nov 28 17:17:51 debian-armhf kernel: [   15.444688] am335x-phy-driver 47401300.usb-phy: supply vcc not found, using dummy regulator
Nov 28 17:17:51 debian-armhf kernel: [   15.537457] usbcore: registered new interface driver usbfs
Nov 28 17:17:51 debian-armhf kernel: [   15.554719] am335x-phy-driver 47401b00.usb-phy: GPIO lookup for consumer reset
Nov 28 17:17:51 debian-armhf kernel: [   15.554743] am335x-phy-driver 47401b00.usb-phy: using device tree for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [   15.554791] of_get_named_gpiod_flags: can't parse 'reset-gpios' property of node '/ocp/target-module@47400000/usb-phy@1b00[0]'
Nov 28 17:17:51 debian-armhf kernel: [   15.554814] of_get_named_gpiod_flags: can't parse 'reset-gpio' property of node '/ocp/target-module@47400000/usb-phy@1b00[0]'
Nov 28 17:17:51 debian-armhf kernel: [   15.554828] am335x-phy-driver 47401b00.usb-phy: using lookup tables for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [   15.554838] am335x-phy-driver 47401b00.usb-phy: No GPIO consumer reset found
Nov 28 17:17:51 debian-armhf kernel: [   15.554846] am335x-phy-driver 47401b00.usb-phy: GPIO lookup for consumer vbus-detect
Nov 28 17:17:51 debian-armhf kernel: [   15.554852] am335x-phy-driver 47401b00.usb-phy: using device tree for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [   15.554871] of_get_named_gpiod_flags: can't parse 'vbus-detect-gpios' property of node '/ocp/target-module@47400000/usb-phy@1b00[0]'
Nov 28 17:17:51 debian-armhf kernel: [   15.554890] of_get_named_gpiod_flags: can't parse 'vbus-detect-gpio' property of node '/ocp/target-module@47400000/usb-phy@1b00[0]'
Nov 28 17:17:51 debian-armhf kernel: [   15.554899] am335x-phy-driver 47401b00.usb-phy: using lookup tables for GPIO lookup
Nov 28 17:17:51 debian-armhf kernel: [   15.554907] am335x-phy-driver 47401b00.usb-phy: No GPIO consumer vbus-detect found
Nov 28 17:17:51 debian-armhf kernel: [   15.555029] am335x-phy-driver 47401b00.usb-phy: supply vcc not found, using dummy regulator
Nov 28 17:17:51 debian-armhf kernel: [   15.627643] usbcore: registered new interface driver hub
Nov 28 17:17:51 debian-armhf kernel: [   15.680220] usbcore: registered new device driver usb
Nov 28 17:17:51 debian-armhf kernel: [   15.877872] musb-hdrc musb-hdrc.0: MUSB HDRC host driver
Nov 28 17:17:51 debian-armhf kernel: [   15.915118] e1000: Intel(R) PRO/1000 Network Driver
Nov 28 17:17:51 debian-armhf kernel: [   15.948444] musb-hdrc musb-hdrc.0: new USB bus registered, assigned bus number 1
Nov 28 17:17:51 debian-armhf kernel: [   15.969334] e1000: Copyright (c) 1999-2006 Intel Corporation.
Nov 28 17:17:51 debian-armhf kernel: [   15.979395] hub 1-0:1.0: USB hub found
Nov 28 17:17:51 debian-armhf kernel: [   16.006475] hub 1-0:1.0: 1 port detected
Nov 28 17:17:51 debian-armhf kernel: [   16.044923] e1000e: Intel(R) PRO/1000 Network Driver
Nov 28 17:17:51 debian-armhf kernel: [   16.071608] musb-hdrc musb-hdrc.1: MUSB HDRC host driver
Nov 28 17:17:51 debian-armhf kernel: [   16.076994] musb-hdrc musb-hdrc.1: new USB bus registered, assigned bus number 2
Nov 28 17:17:51 debian-armhf kernel: [   16.108477] e1000e: Copyright(c) 1999 - 2015 Intel Corporation.
Nov 28 17:17:51 debian-armhf kernel: [   16.144532] hub 2-0:1.0: USB hub found
Nov 28 17:17:51 debian-armhf kernel: [   16.167507] CAN device driver interface
Nov 28 17:17:51 debian-armhf kernel: [   16.172385] hub 2-0:1.0: 1 port detected
Nov 28 17:17:51 debian-armhf kernel: [   16.298819] pegasus: v0.9.3 (2013/04/25), Pegasus/Pegasus II USB Ethernet driver
Nov 28 17:17:51 debian-armhf kernel: [   16.306427] usbcore: registered new interface driver pegasus
Nov 28 17:17:51 debian-armhf kernel: [   16.381292] musb-hdrc musb-hdrc.1: VBUS_ERROR in a_wait_vrise (81, <SessEnd), retry #1, port1 00000104
Nov 28 17:17:51 debian-armhf kernel: [   16.392543] usbcore: registered new interface driver r8152
Nov 28 17:17:51 debian-armhf kernel: [   16.486327] usbcore: registered new interface driver asix
Nov 28 17:17:51 debian-armhf kernel: [   16.527560] usbcore: registered new interface driver ax88179_178a
Nov 28 17:17:51 debian-armhf kernel: [   16.533836] musb-hdrc musb-hdrc.1: VBUS_ERROR in a_wait_vrise (81, <SessEnd), retry #2, port1 00000104
Nov 28 17:17:51 debian-armhf kernel: [   16.596398] usbcore: registered new interface driver cdc_ether
Nov 28 17:17:51 debian-armhf kernel: [   16.629493] usbcore: registered new interface driver smsc75xx
Nov 28 17:17:51 debian-armhf kernel: [   16.685767] usbcore: registered new interface driver smsc95xx
Nov 28 17:17:51 debian-armhf kernel: [   16.691597] musb-hdrc musb-hdrc.1: VBUS_ERROR in a_wait_vrise (81, <SessEnd), retry #3, port1 00000104
Nov 28 17:17:51 debian-armhf kernel: [   16.720875] usb 1-1: new high-speed USB device number 2 using musb-hdrc
Nov 28 17:17:51 debian-armhf kernel: [   16.746177] usbcore: registered new interface driver net1080
Nov 28 17:17:51 debian-armhf kernel: [   16.802328] usbcore: registered new interface driver cdc_subset
Nov 28 17:17:51 debian-armhf kernel: [   16.838567] musb-hdrc musb-hdrc.1: VBUS_ERROR in a_wait_vrise (80, <SessEnd), retry #3, port1 0008010c
Nov 28 17:17:51 debian-armhf kernel: [   16.897077] usbcore: registered new interface driver cdc_ncm
Nov 28 17:17:51 debian-armhf kernel: [   17.009094] ehci_hcd: USB 2.0 'Enhanced' Host Controller (EHCI) Driver
Nov 28 17:17:51 debian-armhf kernel: [   17.095671] ehci-pci: EHCI PCI platform driver
Nov 28 17:17:51 debian-armhf kernel: [   17.125445] ehci-platform: EHCI generic platform driver
Nov 28 17:17:51 debian-armhf kernel: [   17.187354] ehci-omap: OMAP-EHCI Host Controller driver
Nov 28 17:17:51 debian-armhf kernel: [   17.268754] ohci_hcd: USB 1.1 'Open' Host Controller (OHCI) Driver
Nov 28 17:17:51 debian-armhf kernel: [   17.351153] ohci-pci: OHCI PCI platform driver
Nov 28 17:17:51 debian-armhf kernel: [   17.409582] ohci-platform: OHCI generic platform driver
Nov 28 17:17:51 debian-armhf kernel: [   17.926693] usbcore: registered new interface driver cdc_acm
Nov 28 17:17:51 debian-armhf kernel: [   18.022390] cdc_acm: USB Abstract Control Model driver for USB modems and ISDN adapters
Nov 28 17:17:51 debian-armhf kernel: [   18.164852] usb-storage 1-1:1.0: USB Mass Storage device detected
Nov 28 17:17:51 debian-armhf kernel: [   18.261297] scsi host0: usb-storage 1-1:1.0
Nov 28 17:17:51 debian-armhf kernel: [   18.283600] usbcore: registered new interface driver usb-storage
Nov 28 17:17:51 debian-armhf kernel: [   18.420619] usbcore: registered new interface driver usbtest
Nov 28 17:17:51 debian-armhf kernel: [   19.342671] udc-core: couldn't find an available UDC - added [zero] to list of pending drivers
Nov 28 17:17:51 debian-armhf kernel: [   19.434934] udc-core: couldn't find an available UDC - added [g_audio] to list of pending drivers
Nov 28 17:17:51 debian-armhf kernel: [   19.543115] udc-core: couldn't find an available UDC - added [g_ether] to list of pending drivers
Nov 28 17:17:51 debian-armhf kernel: [   19.655893] gadgetfs: USB Gadget filesystem, version 24 Aug 2004
Nov 28 17:17:51 debian-armhf kernel: [   19.728278] file system registered
Nov 28 17:17:51 debian-armhf kernel: [   19.799728] udc-core: couldn't find an available UDC - added [g_mass_storage] to list of pending drivers
Nov 28 17:17:51 debian-armhf kernel: [   19.900626] udc-core: couldn't find an available UDC - added [g_serial] to list of pending drivers
Nov 28 17:17:51 debian-armhf kernel: [   20.006150] udc-core: couldn't find an available UDC - added [printer] to list of pending drivers
Nov 28 17:17:51 debian-armhf kernel: [   20.118933] udc-core: couldn't find an available UDC - added [MIDI Gadget] to list of pending drivers
Nov 28 17:17:51 debian-armhf kernel: [   20.200650] scsi 0:0:0:0: Direct-Access     Philips  USB Flash Drive  PMAP PQ: 0 ANSI: 4
Nov 28 17:17:51 debian-armhf kernel: [   20.242420] udc-core: couldn't find an available UDC - added [g_cdc] to list of pending drivers
Nov 28 17:17:51 debian-armhf kernel: [   20.276505] sd 0:0:0:0: [sda] 30322688 512-byte logical blocks: (15.5 GB/14.5 GiB)
Nov 28 17:17:51 debian-armhf kernel: [   20.341799] sd 0:0:0:0: [sda] Write Protect is off
Nov 28 17:17:51 debian-armhf kernel: [   20.346641] sd 0:0:0:0: [sda] Mode Sense: 23 00 00 00
Nov 28 17:17:51 debian-armhf kernel: [   20.391343] sd 0:0:0:0: [sda] No Caching mode page found
Nov 28 17:17:51 debian-armhf kernel: [   20.396712] sd 0:0:0:0: [sda] Assuming drive cache: write through
Nov 28 17:17:51 debian-armhf kernel: [   20.495065] udc-core: couldn't find an available UDC - added [dbgp] to list of pending drivers
Nov 28 17:17:51 debian-armhf kernel: [   20.545911]  sda: sda1
Nov 28 17:17:51 debian-armhf kernel: [   20.566800] sd 0:0:0:0: [sda] Attached SCSI removable disk
Nov 28 17:17:51 debian-armhf kernel: [   20.620009] udc-core: couldn't find an available UDC - added [g_multi] to list of pending drivers
Nov 28 17:17:51 debian-armhf kernel: [   20.735533] udc-core: couldn't find an available UDC - added [g_webcam] to list of pending drivers
Nov 28 17:17:51 debian-armhf kernel: [   20.849801] udc-core: couldn't find an available UDC - added [g_ncm] to list of pending drivers
Nov 28 17:17:51 debian-armhf kernel: [   20.939853] udc-core: couldn't find an available UDC - added [g_acm_ms] to list of pending drivers
Nov 28 17:17:51 debian-armhf kernel: [   21.872779] usbcore: registered new interface driver uvcvideo
Nov 28 17:17:51 debian-armhf kernel: [   21.956474] USB Video Class driver (1.1.1)
Nov 28 17:17:51 debian-armhf kernel: [   22.022102] gspca_main: v2.14.0 registered
Nov 28 17:17:51 debian-armhf kernel: [   22.097248] vivid-000: using single planar format API
Nov 28 17:17:51 debian-armhf kernel: [   22.238091] vivid-000: V4L2 capture device registered as video0
Nov 28 17:17:51 debian-armhf kernel: [   22.278966] vivid-000: V4L2 output device registered as video1
Nov 28 17:17:51 debian-armhf kernel: [   22.326602] vivid-000: V4L2 capture device registered as vbi0, supports raw and sliced VBI
Nov 28 17:17:51 debian-armhf kernel: [   22.395928] vivid-000: V4L2 output device registered as vbi1, supports raw and sliced VBI
Nov 28 17:17:51 debian-armhf kernel: [   22.463181] vivid-000: V4L2 capture device registered as swradio0
Nov 28 17:17:51 debian-armhf kernel: [   22.519539] vivid-000: V4L2 receiver device registered as radio0
Nov 28 17:17:51 debian-armhf kernel: [   22.559368] vivid-000: V4L2 transmitter device registered as radio1
Nov 28 17:17:51 debian-armhf kernel: [   22.643160] vivid-000: V4L2 metadata capture device registered as video2
Nov 28 17:17:51 debian-armhf kernel: [   22.689649] vivid-000: V4L2 metadata output device registered as video3
Nov 28 17:17:51 debian-armhf kernel: [   22.776333] vivid-000: V4L2 touch capture device registered as v4l-touch0
Nov 28 17:17:51 debian-armhf kernel: [   23.228552] usbcore: registered new interface driver usbhid
Nov 28 17:17:51 debian-armhf kernel: [   23.234179] usbhid: USB HID core driver
Nov 28 17:17:51 debian-armhf kernel: [   23.411963] libata version 3.00 loaded.
Nov 28 17:17:51 debian-armhf kernel: [   23.552144] Driver for 1-wire Dallas network protocol.
Nov 28 17:17:51 debian-armhf kernel: [   23.798528] usbcore: registered new interface driver snd-usb-audio
Nov 28 17:17:51 debian-armhf kernel: [   23.906987] GACT probability on
Nov 28 17:17:51 debian-armhf kernel: [   23.938068] Mirror/redirect action on
Nov 28 17:17:51 debian-armhf kernel: [   23.994202] Simple TC action Loaded
Nov 28 17:17:51 debian-armhf kernel: [   24.223248] netem: version 1.3
Nov 28 17:17:51 debian-armhf kernel: [   24.333095] u32 classifier
Nov 28 17:17:51 debian-armhf kernel: [   24.335843]     input device check on
Nov 28 17:17:51 debian-armhf kernel: [   24.369254]     Actions configured
Nov 28 17:17:51 debian-armhf kernel: [   25.128970] Initializing XFRM netlink socket
Nov 28 17:17:51 debian-armhf kernel: [   25.217901] mip6: Mobile IPv6
Nov 28 17:17:51 debian-armhf kernel: [   25.300263] 8021q: 802.1Q VLAN Support v1.8
Nov 28 17:17:51 debian-armhf kernel: [   25.356918] NET: Registered protocol family 15
Nov 28 17:17:51 debian-armhf kernel: [   25.704955] bridge: filtering via arp/ip/ip6tables is no longer available by default. Update your scripts to load br_netfilter if you need this.
Nov 28 17:17:51 debian-armhf kernel: [   25.769746] Bridge firewalling registered
Nov 28 17:17:51 debian-armhf kernel: [   26.877581] FAT-fs (mmcblk1p1): Volume was not properly unmounted. Some data may be corrupt. Please run fsck.
Nov 28 17:17:51 debian-armhf kernel: [   28.621126] cpsw 4a100000.ethernet: initializing cpsw version 1.12 (0)
Nov 28 17:17:51 debian-armhf kernel: [   28.699009] Generic PHY 4a101000.mdio:01: attached PHY driver [Generic PHY] (mii_bus:phy_addr=4a101000.mdio:01, irq=POLL)
Nov 28 17:17:51 debian-armhf kernel: [   28.766850] cpsw 4a100000.ethernet eth0: Link is Up - 100Mbps/Full - flow control off
Nov 28 17:17:51 debian-armhf kernel: [   28.814068] 8021q: adding VLAN 0 to HW filter on device eth0
